secucode,year,kind,date,type
002628.SZ,2020,reply,2020-04-27,
002628.SZ,2023,reply,2023-03-13,
002628.SZ,2024,reply,2024-05-08,
002628.SZ,2024,reply,2024-05-08,
002629.SZ,2020,reply,2020-07-07,
002629.SZ,2020,reply,2020-09-03,
002629.SZ,2020,reply,2020-12-11,
002629.SZ,2021,reply,2021-10-16,
002629.SZ,2021,reply,2021-08-26,
002629.SZ,2021,reply,2021-07-20,
002629.SZ,2021,reply,2021-12-16,
002629.SZ,2021,reply,2021-12-30,
002629.SZ,2021,reply,2021-12-30,
002629.SZ,2022,reply,2022-04-21,
002629.SZ,2022,reply,2022-03-08,
002629.SZ,2022,reply,2022-04-21,
002629.SZ,2022,reply,2022-06-09,
002629.SZ,2022,reply,2022-02-19,
002629.SZ,2022,reply,2022-08-30,
002629.SZ,2023,reply,2023-05-19,
002629.SZ,2024,reply,2024-04-11,
002630.SZ,2021,reply,2021-04-15,
002630.SZ,2023,reply,2024-01-29,
002633.SZ,2023,reply,2023-06-30,
002633.SZ,2024,reply,2024-06-30,
002633.SZ,2024,reply,2024-06-30,
002634.SZ,2020,reply,2021-11-02,
002634.SZ,2020,reply,2020-09-30,
002635.SZ,2020,reply,2020-06-30,
002635.SZ,2020,reply,2020-04-10,
002635.SZ,2023,reply,2023-04-28,
002635.SZ,2023,reply,2023-03-31,
002636.SZ,2020,reply,2020-12-08,
002636.SZ,2022,reply,2022-11-05,
002636.SZ,2023,reply,2023-05-24,
002637.SZ,2020,reply,2020-02-05,
002637.SZ,2020,reply,2020-07-06,
002638.SZ,2020,reply,2020-04-21,
002638.SZ,2020,reply,2020-04-13,
002638.SZ,2020,reply,2020-05-18,
002638.SZ,2020,reply,2020-12-31,
002638.SZ,2020,reply,2020-05-06,
002638.SZ,2020,reply,2020-03-13,
002638.SZ,2020,reply,2020-12-23,
002638.SZ,2021,reply,2021-03-26,
002638.SZ,2021,reply,2021-07-14,
002638.SZ,2021,reply,2021-02-26,
002638.SZ,2021,reply,2021-02-26,
002638.SZ,2021,reply,2021-07-14,
002638.SZ,2022,reply,2022-05-13,
002638.SZ,2022,reply,2022-03-21,
002638.SZ,2023,reply,2023-07-11,
002639.SZ,2020,reply,2020-03-31,
002640.SZ,2021,reply,2020-12-12,
002640.SZ,2021,reply,2021-01-29,
002640.SZ,2021,reply,2021-12-24,
002640.SZ,2021,reply,2021-06-20,
002640.SZ,2021,reply,2019-11-21,
002640.SZ,2021,reply,2021-05-28,
002640.SZ,2021,reply,2021-12-03,
002640.SZ,2022,reply,2019-12-24,
002640.SZ,2022,reply,2019-06-30,
002640.SZ,2022,reply,2019-12-31,
002640.SZ,2022,reply,2013-04-23,
002640.SZ,2022,reply,2021-09-30,
002640.SZ,2022,reply,2022-04-28,
002640.SZ,2023,reply,2023-05-29,
002640.SZ,2024,reply,2023-12-31,
002642.SZ,2020,reply,2020-04-27,
002642.SZ,2020,reply,2020-04-10,
002642.SZ,2021,reply,2021-04-28,
002642.SZ,2021,reply,2021-02-02,
002642.SZ,2021,reply,2021-09-01,
002642.SZ,2021,reply,2021-05-19,
002642.SZ,2022,reply,2022-05-11,
002642.SZ,2023,reply,2021-01-15,
002642.SZ,2023,reply,2023-05-11,
002644.SZ,2022,reply,2022-04-19,
002646.SZ,2020,reply,2020-11-23,
002647.SZ,2020,reply,2020-05-15,
002647.SZ,2020,reply,2019-07-29,
002647.SZ,2020,reply,2020-12-16,
002647.SZ,2020,reply,2020-10-30,
002647.SZ,2020,reply,2020-06-30,
002647.SZ,2021,reply,2021-11-28,
002647.SZ,2021,reply,2021-06-02,
002647.SZ,2021,reply,2021-03-16,
002647.SZ,2022,reply,2022-06-30,
002647.SZ,2022,reply,2021-12-31,
002647.SZ,2023,reply,2023-06-05,
002648.SZ,2022,reply,2021-05-07,
002649.SZ,2020,reply,2020-09-16,
002650.SZ,2020,reply,2020-07-10,
002650.SZ,2020,reply,2020-05-11,
002650.SZ,2020,reply,2020-02-05,
002650.SZ,2020,reply,2021-07-23,
002650.SZ,2021,reply,2021-05-12,
002650.SZ,2021,reply,2021-06-07,
002650.SZ,2022,reply,2022-05-31,
002650.SZ,2024,reply,2024-06-12,
002652.SZ,2020,reply,2020-07-20,
002652.SZ,2020,reply,2020-11-17,
002652.SZ,2021,reply,2020-06-30,
002652.SZ,2021,reply,2021-01-07,
002652.SZ,2021,reply,2021-04-30,
002652.SZ,2022,reply,2021-12-31,
002652.SZ,2022,reply,2021-12-09,
002652.SZ,2023,reply,2023-05-19,
002655.SZ,2020,reply,2020-06-30,
002655.SZ,2020,reply,2019-12-12,
002655.SZ,2023,reply,2022-05-29,
002656.SZ,2020,reply,2020-07-03,
002656.SZ,2021,reply,2021-06-11,
002656.SZ,2021,reply,2021-08-19,
002656.SZ,2021,reply,2021-08-20,
002656.SZ,2021,reply,2021-04-09,
002656.SZ,2022,reply,2022-07-04,
002656.SZ,2023,reply,2023-03-21,
002656.SZ,2023,reply,2023-08-08,
002656.SZ,2024,reply,2024-05-16,
002656.SZ,2024,reply,2024-04-25,
002656.SZ,2024,reply,2024-06-14,
002657.SZ,2020,reply,2020-02-05,
002657.SZ,2021,reply,2021-08-28,
002657.SZ,2022,reply,2022-06-14,
002657.SZ,2024,reply,2024-02-23,
002658.SZ,2021,reply,2021-07-01,
002659.SZ,2020,reply,2021-01-09,
002659.SZ,2020,reply,2020-07-31,
002659.SZ,2020,reply,2020-12-29,
002660.SZ,2020,reply,2020-07-16,
002661.SZ,2020,reply,2020-06-02,
002662.SZ,2020,reply,2020-06-12,
002662.SZ,2021,reply,2021-10-22,
002662.SZ,2022,reply,2022-03-29,
002662.SZ,2022,reply,2022-05-25,
002663.SZ,2020,reply,2020-06-29,
002663.SZ,2020,reply,2020-09-11,
002663.SZ,2020,reply,2014-12-31,
002663.SZ,2022,reply,2022-05-26,
002665.SZ,2020,reply,2020-07-21,
002665.SZ,2020,reply,2020-07-09,
002665.SZ,2021,reply,2021-02-05,
002665.SZ,2021,reply,2021-09-23,
002665.SZ,2021,reply,2021-03-10,
002665.SZ,2021,reply,2021-06-11,
002665.SZ,2022,reply,2022-12-07,
002665.SZ,2022,reply,2022-11-29,
002665.SZ,2022,reply,2022-05-31,
002665.SZ,2023,reply,2023-05-24,
002667.SZ,2021,reply,2021-12-23,
002667.SZ,2021,reply,2021-12-07,
002667.SZ,2021,reply,2021-09-22,
002667.SZ,2021,reply,2021-05-17,
002667.SZ,2021,reply,2021-08-13,
002667.SZ,2022,reply,2022-01-14,
002667.SZ,2022,reply,2022-02-11,
002667.SZ,2022,reply,2022-05-11,
002667.SZ,2022,reply,2022-04-07,
002667.SZ,2023,reply,2022-05-19,
002667.SZ,2023,reply,2022-05-23,
002667.SZ,2023,reply,2023-07-21,
002667.SZ,2023,reply,2023-04-04,
002667.SZ,2024,reply,2024-07-02,
002668.SZ,2020,reply,2020-11-26,
002668.SZ,2020,reply,2020-05-29,
002668.SZ,2020,reply,2020-02-19,
002668.SZ,2021,reply,2021-08-27,
002668.SZ,2021,reply,2021-01-26,
002668.SZ,2021,reply,2021-06-30,
002668.SZ,2021,reply,2021-02-24,
002668.SZ,2022,reply,2021-09-07,
002668.SZ,2023,reply,2023-03-28,
002670.SZ,2020,reply,2020-12-16,
002670.SZ,2021,reply,2021-06-01,
002670.SZ,2022,reply,2022-04-22,
002671.SZ,2021,reply,2021-05-05,
002679.SZ,2021,reply,2021-07-13,
002679.SZ,2023,reply,2023-07-05,
002681.SZ,2020,reply,2020-02-22,
002681.SZ,2020,reply,2020-05-11,
002681.SZ,2020,reply,2020-01-23,
002681.SZ,2020,reply,2020-12-15,
002681.SZ,2020,reply,2020-02-18,
002681.SZ,2020,reply,2020-06-10,
002681.SZ,2020,reply,2020-10-24,
002681.SZ,2021,reply,2021-04-10,
002681.SZ,2021,reply,2021-12-28,
002681.SZ,2022,reply,2022-05-24,
002681.SZ,2022,reply,2022-01-10,
002681.SZ,2023,reply,2023-04-27,
002682.SZ,2021,reply,2021-02-08,
002683.SZ,2020,reply,2020-08-03,
002683.SZ,2020,reply,2020-12-04,
002683.SZ,2022,reply,2022-04-18,
002684.SZ,2020,reply,2021-01-31,
002684.SZ,2020,reply,2020-06-30,
002684.SZ,2020,reply,2019-12-12,
002684.SZ,2020,reply,2020-08-22,
002684.SZ,2020,reply,2020-04-28,
002684.SZ,2021,reply,2020-12-31,
002684.SZ,2021,reply,2020-04-21,
002684.SZ,2021,reply,2021-09-01,
002684.SZ,2022,reply,2022-01-06,
002684.SZ,2022,reply,2022-01-06,
002684.SZ,2022,reply,2021-09-30,
002684.SZ,2022,reply,2022-01-06,
002684.SZ,2022,reply,2021-12-21,
002684.SZ,2022,reply,2022-01-06,
002684.SZ,2022,reply,2021-11-30,
002685.SZ,2020,reply,2020-02-23,
002685.SZ,2021,reply,2021-09-27,
002685.SZ,2021,reply,2021-01-27,
002685.SZ,2022,reply,2022-06-10,
002685.SZ,2023,reply,2023-09-29,
002685.SZ,2023,reply,2023-07-06,
002686.SZ,2020,reply,2018-12-25,
002687.SZ,2020,reply,2020-03-19,
002688.SZ,2021,reply,2021-11-30,
002688.SZ,2022,reply,2022-09-19,
002688.SZ,2022,reply,2022-05-24,
002689.SZ,2023,reply,2023-07-11,
002689.SZ,2024,reply,2024-04-22,
002689.SZ,2024,reply,2024-06-07,
002689.SZ,2024,reply,2024-04-24,
002691.SZ,2020,reply,2020-07-13,
002692.SZ,2020,reply,2020-04-21,
002692.SZ,2020,reply,2020-06-12,
002692.SZ,2021,reply,2021-06-30,
002693.SZ,2020,reply,2020-07-03,
002693.SZ,2023,reply,2023-06-21,
002694.SZ,2020,reply,2020-12-04,
002694.SZ,2020,reply,2020-07-17,
002694.SZ,2020,reply,2020-06-30,
002694.SZ,2021,reply,2021-06-08,
002694.SZ,2022,reply,2022-02-16,
002694.SZ,2022,reply,2022-06-06,
002694.SZ,2023,reply,2023-06-16,
002699.SZ,2020,reply,2020-06-12,
002699.SZ,2021,reply,2021-06-30,
002699.SZ,2021,reply,2021-06-24,
002699.SZ,2021,reply,2021-12-27,
002699.SZ,2022,reply,2021-12-31,
002699.SZ,2023,reply,2023-06-01,
002699.SZ,2024,reply,2024-01-19,
002699.SZ,2024,reply,2024-01-19,
002700.SZ,2020,reply,2020-01-13,
002700.SZ,2020,reply,2020-07-07,
002700.SZ,2020,reply,2020-05-15,
002700.SZ,2021,reply,2021-01-12,
002700.SZ,2021,reply,2021-05-26,
002700.SZ,2022,reply,2022-05-17,
002700.SZ,2022,reply,2022-09-20,
002700.SZ,2023,reply,2023-05-18,
002700.SZ,2024,reply,2024-05-17,
002702.SZ,2021,reply,2021-02-19,
002702.SZ,2022,reply,2022-04-15,
002703.SZ,2022,reply,2022-06-28,
002703.SZ,2022,reply,2022-09-23,
002707.SZ,2020,reply,2020-07-10,
002707.SZ,2020,reply,2020-04-11,
002707.SZ,2022,reply,2022-05-07,
002709.SZ,2020,reply,2020-04-13,
002711.SZ,2020,reply,2020-06-11,
002712.SZ,2021,reply,2021-09-09,
002712.SZ,2023,reply,2023-11-29,
002712.SZ,2024,reply,2024-05-11,
002713.SZ,2020,reply,2022-12-31,
002713.SZ,2024,reply,2024-05-31,
002714.SZ,2020,reply,2020-07-08,
002714.SZ,2022,reply,2022-05-31,
002714.SZ,2024,reply,2024-05-27,
002715.SZ,2020,reply,2020-12-01,
002715.SZ,2021,reply,2021-02-24,
002716.SZ,2020,reply,2020-06-24,
002716.SZ,2021,reply,2021-06-25,
002716.SZ,2021,reply,2021-02-09,
002716.SZ,2022,reply,2022-06-17,
002716.SZ,2023,reply,2023-05-24,
002717.SZ,2022,reply,2022-10-21,
002717.SZ,2024,reply,2024-04-29,
002719.SZ,2020,reply,2020-07-10,
002719.SZ,2020,reply,2020-04-15,
002719.SZ,2020,reply,2021-01-07,
002719.SZ,2021,reply,2021-12-16,
002719.SZ,2021,reply,2021-12-16,
002719.SZ,2022,reply,2022-12-31,
002719.SZ,2022,reply,2022-10-28,
002719.SZ,2022,reply,2022-07-05,
002719.SZ,2023,reply,2023-02-04,
002719.SZ,2023,reply,2023-05-27,
002719.SZ,2024,reply,2024-06-05,
002721.SZ,2020,reply,2020-08-08,
002721.SZ,2021,reply,2021-06-01,
002721.SZ,2021,reply,2021-02-10,
002721.SZ,2022,reply,2022-05-17,
002721.SZ,2023,reply,2023-02-09,
002721.SZ,2023,reply,2023-07-03,
002721.SZ,2024,reply,2024-05-16,
002721.SZ,2024,reply,2024-06-08,
002722.SZ,2020,reply,2020-10-23,
002722.SZ,2022,reply,2022-06-29,
002723.SZ,2020,reply,2020-03-18,
002723.SZ,2021,reply,2021-12-27,
002725.SZ,2023,reply,2023-06-26,
002726.SZ,2021,reply,2021-12-01,
002726.SZ,2021,reply,2021-11-24,
002729.SZ,2021,reply,2021-03-16,
002731.SZ,2020,reply,2020-04-23,
002731.SZ,2022,reply,2022-06-15,
002731.SZ,2022,reply,2022-06-30,
002733.SZ,2022,reply,2022-09-21,
002733.SZ,2023,reply,2023-07-21,
002733.SZ,2023,reply,2023-02-14,
002735.SZ,2022,reply,2022-07-26,
002738.SZ,2022,reply,2022-02-18,
002739.SZ,2020,reply,2020-05-18,
002739.SZ,2020,reply,2020-01-23,
002739.SZ,2021,reply,2021-02-05,
002740.SZ,2020,reply,2020-05-08,
002740.SZ,2020,reply,2020-07-21,
002740.SZ,2020,reply,2020-07-09,
002740.SZ,2020,reply,2020-12-02,
002740.SZ,2020,reply,2020-03-06,
002740.SZ,2020,reply,2020-06-19,
002740.SZ,2020,reply,2020-05-21,
002740.SZ,2020,reply,2020-05-12,
002740.SZ,2021,reply,2021-02-09,
002740.SZ,2021,reply,2021-05-21,
002740.SZ,2021,reply,2021-03-29,
002740.SZ,2021,reply,2021-10-15,
002740.SZ,2021,reply,2021-07-30,
002740.SZ,2022,reply,2022-09-23,
002740.SZ,2022,reply,2022-07-05,
002740.SZ,2022,reply,2022-03-09,
002740.SZ,2022,reply,2022-04-26,
002740.SZ,2022,reply,2022-03-18,
002740.SZ,2023,reply,2023-06-07,
002740.SZ,2023,reply,2023-10-20,
002740.SZ,2023,reply,2023-12-27,
002740.SZ,2023,reply,2023-02-13,
002741.SZ,2020,reply,2020-08-12,
002742.SZ,2021,reply,2021-05-25,
002742.SZ,2021,reply,2021-06-10,
002742.SZ,2022,reply,2022-06-07,
002742.SZ,2022,reply,2022-09-23,
002742.SZ,2023,reply,2023-07-05,
002742.SZ,2023,reply,2023-06-07,
002742.SZ,2024,reply,2024-06-28,
002745.SZ,2021,reply,2020-02-03,
002745.SZ,2022,reply,2022-11-17,
002747.SZ,2020,reply,2020-07-29,
002747.SZ,2020,reply,2020-04-07,
002747.SZ,2023,reply,2023-06-20,
002748.SZ,2020,reply,2020-12-08,
002748.SZ,2021,reply,2021-06-01,
002748.SZ,2021,reply,2020-11-24,
002748.SZ,2021,reply,2021-06-10,
002748.SZ,2021,reply,2021-08-27,
002748.SZ,2021,reply,2021-09-07,
002748.SZ,2021,reply,2021-09-06,
002748.SZ,2021,reply,2021-09-13,
002748.SZ,2022,reply,2022-05-16,
002748.SZ,2023,reply,2023-12-21,
002748.SZ,2024,reply,2024-05-31,
002750.SZ,2024,reply,2024-05-27,
002751.SZ,2021,reply,2021-12-23,
002751.SZ,2021,reply,2021-06-09,
002751.SZ,2021,reply,2021-11-15,
002751.SZ,2022,reply,2022-07-15,
002751.SZ,2022,reply,2022-10-13,
002752.SZ,2020,reply,2020-08-07,
002755.SZ,2021,reply,2021-08-02,
002756.SZ,2022,reply,2022-12-09,
002756.SZ,2022,reply,2022-03-29,
002757.SZ,2020,reply,2020-06-30,
002757.SZ,2022,reply,2022-06-30,
002759.SZ,2020,reply,2020-07-04,
002759.SZ,2021,reply,2021-07-01,
002759.SZ,2021,reply,2021-04-14,
002759.SZ,2023,reply,2023-08-18,
002759.SZ,2024,reply,2024-03-29,
002760.SZ,2020,reply,2020-01-22,
002761.SZ,2022,reply,2022-02-10,
002762.SZ,2021,reply,2021-04-15,
002762.SZ,2023,reply,2023-09-20,
002763.SZ,2022,reply,2022-07-08,
002766.SZ,2020,reply,2020-06-13,
002766.SZ,2020,reply,2020-12-17,
002766.SZ,2021,reply,2021-04-06,
002766.SZ,2021,reply,2021-12-25,
002766.SZ,2021,reply,2021-04-27,
002766.SZ,2022,reply,2022-05-10,
002766.SZ,2022,reply,2022-02-15,
002766.SZ,2023,reply,2023-06-29,
002769.SZ,2022,reply,2022-10-17,
002770.SZ,2020,reply,2020-08-07,
002770.SZ,2020,reply,2020-04-30,
002770.SZ,2020,reply,2020-04-09,
002770.SZ,2020,reply,2020-06-02,
002770.SZ,2020,reply,2020-05-19,
002770.SZ,2021,reply,2021-07-30,
002770.SZ,2021,reply,2021-03-08,
002770.SZ,2021,reply,2021-01-27,
002770.SZ,2021,reply,2021-01-27,
002770.SZ,2022,reply,2022-01-24,
002770.SZ,2022,reply,2022-02-11,
002770.SZ,2022,reply,2022-01-10,
002770.SZ,2022,reply,2022-03-01,
002771.SZ,2021,reply,2021-12-30,
002771.SZ,2021,reply,2021-12-30,
002771.SZ,2021,reply,2019-06-21,
002771.SZ,2022,reply,2022-05-10,
002771.SZ,2022,reply,2022-06-14,
002772.SZ,2021,reply,2021-06-25,
002776.SZ,2021,reply,2021-08-23,
002776.SZ,2021,reply,2021-03-05,
002776.SZ,2021,reply,2021-05-12,
002776.SZ,2021,reply,2021-07-02,
002776.SZ,2021,reply,2021-11-19,
002776.SZ,2022,reply,2022-12-08,
002776.SZ,2022,reply,2022-04-12,
002776.SZ,2022,reply,2022-06-15,
002776.SZ,2022,reply,2022-06-15,
002776.SZ,2022,reply,2022-02-18,
002776.SZ,2022,reply,2022-08-16,
002776.SZ,2022,reply,2022-12-23,
002776.SZ,2023,reply,2023-06-16,
002777.SZ,2023,reply,2023-08-31,
002778.SZ,2020,reply,2020-07-30,
002780.SZ,2020,reply,2020-03-04,
002780.SZ,2021,reply,2021-06-01,
002781.SZ,2020,reply,2020-04-21,
002781.SZ,2021,reply,2021-01-08,
002781.SZ,2022,reply,2022-04-18,
002781.SZ,2022,reply,2022-10-21,
002781.SZ,2022,reply,2022-08-10,
002781.SZ,2022,reply,2022-02-28,
002781.SZ,2022,reply,2022-04-08,
002781.SZ,2022,reply,2022-12-28,
002781.SZ,2022,reply,2022-12-26,
002781.SZ,2022,reply,2022-07-06,
002781.SZ,2023,reply,2023-03-14,
002782.SZ,2022,reply,2022-06-21,
002783.SZ,2020,reply,2020-01-22,
002785.SZ,2020,reply,2020-11-25,
002786.SZ,2020,reply,2020-06-23,
002786.SZ,2024,reply,2024-06-11,
002789.SZ,2021,reply,2021-12-10,
002789.SZ,2022,reply,2022-11-15,
002789.SZ,2023,reply,2023-02-03,
002789.SZ,2023,reply,2023-07-18,
002789.SZ,2024,reply,2024-06-30,
002789.SZ,2024,reply,2024-06-04,
002792.SZ,2023,reply,2023-02-11,
002792.SZ,2023,reply,2023-03-21,
002793.SZ,2020,reply,2020-01-07,
002793.SZ,2020,reply,2019-12-31,
002793.SZ,2020,reply,2019-01-14,
002793.SZ,2020,reply,2020-01-13,
002795.SZ,2021,reply,2021-12-17,
002795.SZ,2021,reply,2021-12-27,
002795.SZ,2022,reply,2022-12-26,
002795.SZ,2022,reply,2022-05-13,
002795.SZ,2023,reply,2023-03-28,
002796.SZ,2022,reply,2022-06-30,
002798.SZ,2023,reply,2023-05-16,
002800.SZ,2020,reply,2020-06-02,
002800.SZ,2023,reply,2023-06-12,
002801.SZ,2020,reply,2020-03-05,
002803.SZ,2020,reply,2020-08-07,
002803.SZ,2021,reply,2021-07-01,
002803.SZ,2021,reply,2021-05-28,
002803.SZ,2022,reply,2022-05-26,
002803.SZ,2023,reply,2023-03-24,
002806.SZ,2021,reply,2020-12-31,
002806.SZ,2021,reply,2021-05-18,
002808.SZ,2023,reply,2023-05-23,
002808.SZ,2023,reply,2023-02-03,
002808.SZ,2023,reply,2023-04-27,
002808.SZ,2024,reply,2024-09-06,
002809.SZ,2023,reply,2023-06-13,
002810.SZ,2020,reply,2020-05-10,
002812.SZ,2020,reply,2020-05-22,
002812.SZ,2023,reply,2020-07-25,
002813.SZ,2020,reply,2019-03-31,
002816.SZ,2020,reply,2020-12-05,
002816.SZ,2020,reply,2020-07-31,
002816.SZ,2020,reply,2020-12-09,
002816.SZ,2020,reply,2020-06-12,
002816.SZ,2021,reply,2021-06-18,
002816.SZ,2021,reply,2021-11-16,
002816.SZ,2022,reply,2022-11-19,
002816.SZ,2022,reply,2022-12-14,
002816.SZ,2022,reply,2022-05-10,
002816.SZ,2022,reply,2022-08-30,
002816.SZ,2022,reply,2022-09-24,
002816.SZ,2022,reply,2022-12-17,
002816.SZ,2022,reply,2022-02-12,
002816.SZ,2022,reply,2022-05-19,
002816.SZ,2022,reply,2022-12-07,
002816.SZ,2023,reply,2023-04-27,
002816.SZ,2023,reply,2023-06-22,
002816.SZ,2023,reply,2023-04-04,
002816.SZ,2023,reply,2023-09-09,
002816.SZ,2023,reply,2023-05-23,
002816.SZ,2024,reply,2024-09-07,
002817.SZ,2022,reply,2022-10-14,
002819.SZ,2020,reply,2020-04-24,
002819.SZ,2021,reply,2021-03-05,
002819.SZ,2022,reply,2021-11-11,
002821.SZ,2022,reply,2022-11-18,
002822.SZ,2020,reply,2020-06-12,
002822.SZ,2020,reply,2020-02-27,
002822.SZ,2020,reply,2020-02-18,
002822.SZ,2021,reply,2021-12-28,
002822.SZ,2023,reply,2023-06-29,
002822.SZ,2024,reply,2024-06-04,
002822.SZ,2024,reply,2024-02-06,
002823.SZ,2020,reply,2020-08-19,
002824.SZ,2021,reply,2021-01-12,
002828.SZ,2021,reply,2021-05-31,
002833.SZ,2023,reply,2023-07-19,
002836.SZ,2020,reply,2020-07-10,
002836.SZ,2020,reply,2020-04-21,
002838.SZ,2023,reply,2023-01-09,
002840.SZ,2022,reply,2022-03-07,
002842.SZ,2022,reply,2022-06-10,
002843.SZ,2022,reply,2022-08-27,
002846.SZ,2022,reply,2022-12-30,
002848.SZ,2020,reply,2020-07-08,
002848.SZ,2020,reply,2020-01-22,
002848.SZ,2021,reply,2021-05-21,
002848.SZ,2023,reply,2023-04-04,
002848.SZ,2023,reply,2023-06-09,
002852.SZ,2021,reply,2021-01-26,
002852.SZ,2021,reply,2021-05-26,
002855.SZ,2023,reply,2023-09-19,
002856.SZ,2020,reply,2020-12-22,
002856.SZ,2023,reply,2023-07-10,
002856.SZ,2024,reply,2024-06-30,
002856.SZ,2024,reply,2024-06-20,
002857.SZ,2021,reply,2021-03-25,
002857.SZ,2022,reply,2022-08-19,
002858.SZ,2020,reply,2020-04-08,
002862.SZ,2020,reply,2020-12-05,
002862.SZ,2023,reply,2023-06-15,
002865.SZ,2020,reply,2020-12-02,
002865.SZ,2021,reply,2021-08-12,
002865.SZ,2022,reply,2022-04-20,
002865.SZ,2022,reply,2022-07-07,
002865.SZ,2023,reply,2023-04-12,
002866.SZ,2022,reply,2022-07-08,
002866.SZ,2023,reply,2023-07-27,
002868.SZ,2022,reply,2022-10-31,
002868.SZ,2023,reply,2023-02-07,
002869.SZ,2021,reply,2017-04-28,
002869.SZ,2021,reply,2021-11-19,
002870.SZ,2020,reply,2020-12-21,
002870.SZ,2020,reply,2020-12-14,
002870.SZ,2021,reply,2021-02-03,
002870.SZ,2021,reply,2021-03-25,
002870.SZ,2023,reply,2023-05-08,
002872.SZ,2020,reply,2020-07-03,
002872.SZ,2020,reply,2020-11-25,
002872.SZ,2020,reply,2020-04-09,
002872.SZ,2021,reply,2021-06-04,
002872.SZ,2022,reply,2022-05-06,
002872.SZ,2023,reply,2023-06-16,
002872.SZ,2024,reply,2024-06-17,
002875.SZ,2022,reply,2022-12-04,
002875.SZ,2023,reply,2023-12-22,
002875.SZ,2024,reply,2024-03-11,
002875.SZ,2024,reply,2024-04-07,
002877.SZ,2020,reply,2020-06-22,
002878.SZ,2021,reply,2021-05-18,
002878.SZ,2021,reply,2021-12-21,
002879.SZ,2021,reply,2021-11-01,
002882.SZ,2021,reply,2021-08-20,
002882.SZ,2023,reply,2023-02-14,
002883.SZ,2021,reply,2021-03-05,
002888.SZ,2023,reply,2023-04-20,
002888.SZ,2024,reply,2024-06-07,
002889.SZ,2022,reply,2022-10-27,
002890.SZ,2020,reply,2020-06-29,
002890.SZ,2021,reply,2021-05-19,
002891.SZ,2021,reply,2021-02-10,
002893.SZ,2020,reply,2020-08-10,
002897.SZ,2020,reply,2020-09-21,
002897.SZ,2020,reply,2020-07-03,
002902.SZ,2020,reply,2020-06-08,
002902.SZ,2021,reply,2021-06-16,
002902.SZ,2023,reply,2023-06-12,
002903.SZ,2020,reply,2020-04-20,
002903.SZ,2022,reply,2022-08-18,
002905.SZ,2021,reply,2021-04-28,
002909.SZ,2022,reply,2022-06-24,
002910.SZ,2020,reply,2020-07-14,
002911.SZ,2021,reply,2021-01-12,
002911.SZ,2022,reply,2022-03-31,
002911.SZ,2022,reply,2022-05-24,
002911.SZ,2023,reply,2023-09-27,
002913.SZ,2023,reply,2023-09-07,
002917.SZ,2021,reply,2021-05-10,
002918.SZ,2023,reply,2023-06-10,
002919.SZ,2020,reply,2020-06-30,
002921.SZ,2023,reply,2023-06-30,
002922.SZ,2021,reply,2020-12-08,
002929.SZ,2020,reply,2020-10-14,
002930.SZ,2020,reply,2020-04-20,
002930.SZ,2022,reply,2022-02-17,
002930.SZ,2023,reply,2023-09-21,
002933.SZ,2020,reply,2020-10-15,
002933.SZ,2022,reply,2022-12-27,
002933.SZ,2023,reply,2023-06-16,
002937.SZ,2020,reply,2020-01-07,
002943.SZ,2021,reply,2021-12-24,
002943.SZ,2021,reply,2021-11-23,
002946.SZ,2020,reply,2020-05-25,
002946.SZ,2021,reply,2021-01-13,
002951.SZ,2022,reply,2022-05-06,
002951.SZ,2023,reply,2023-04-07,
002951.SZ,2024,reply,2024-04-03,
002952.SZ,2023,reply,2023-12-29,
002956.SZ,2020,reply,2020-04-22,
002957.SZ,2021,reply,2021-12-18,
002960.SZ,2020,reply,2020-03-13,
002960.SZ,2021,reply,2021-08-11,
002962.SZ,2021,reply,2021-06-21,
002967.SZ,2020,reply,2020-10-15,
002968.SZ,2020,reply,2020-10-23,
002968.SZ,2023,reply,2023-08-25,
002970.SZ,2020,reply,2020-04-21,
002970.SZ,2021,reply,2021-03-12,
002973.SZ,2022,reply,2022-01-29,
002975.SZ,2020,reply,2020-04-25,
002976.SZ,2023,reply,2023-04-01,
002978.SZ,2022,reply,2022-04-20,
002978.SZ,2022,reply,2022-05-30,
002979.SZ,2023,reply,2023-01-19,
002988.SZ,2023,reply,2023-11-15,
002990.SZ,2021,reply,2021-04-29,
002992.SZ,2021,reply,2021-09-16,
002992.SZ,2021,reply,2021-05-11,
002992.SZ,2021,reply,2021-02-04,
002992.SZ,2022,reply,2022-01-26,
002995.SZ,2022,reply,2022-11-10,
002995.SZ,2023,reply,2023-06-07,
003002.SZ,2021,reply,2021-12-04,
003005.SZ,2022,reply,2022-10-19,
003007.SZ,2022,reply,2022-03-03,
003010.SZ,2022,reply,2022-05-18,
003010.SZ,2022,reply,2022-05-31,
003020.SZ,2023,reply,2023-03-18,
003021.SZ,2021,reply,2021-02-08,
003021.SZ,2021,reply,2021-04-28,
003023.SZ,2022,reply,2022-10-13,
003027.SZ,2022,reply,2022-09-30,
003028.SZ,2023,reply,2023-08-31,
003031.SZ,2022,reply,2022-09-09,
003032.SZ,2021,reply,2021-06-22,
003036.SZ,2023,reply,2023-07-27,
003037.SZ,2024,reply,2024-06-11,
003039.SZ,2021,reply,2021-03-31,
003039.SZ,2022,reply,2022-11-17,
003043.SZ,2023,reply,2023-12-27,
